caseID,personID,Age,Sex
MP20001224,2730,40,MALE
MP20001231,3350,28,MALE
MP20001232,3328,28,UNKNOWN
MP20001270,3871,16,FEMALE
MP20001273,3868,16,MALE
MP20001276,2375,51,FEMALE
MP20001282,2302,55,FEMALE
MP20001284,2158,63,MALE
MP20001296,3149,31,FEMALE
MP20001300,2380,51,MALE
MP20001312,2817,38,MALE
MP20001330,3394,27,MALE
MP20001346,2832,37,MALE
MP20001366,3661,21,FEMALE
MP20001378,2167,62,MALE
MP20001385,2161,63,MALE
MP20001392,3731,20,MALE
MP20001401,3758,19,MALE
MP20001401,3758,19,MALE
MP20001408,3012,33,MALE
MP20001413,2470,47,MALE
MP20001424,4119,Unknown,FEMALE
MP20001426,2645,42,FEMALE
MP20001426,2397,50,MALE
MP20001446,2124,65,FEMALE
MP20001463,2451,48,FEMALE
MP20001484,3948,9,MALE
MP20001485,4004,Unknown,MALE
MP20001501,4104,Unknown,MALE
MP20001502,2256,57,MALE
MP20001502,3516,24,MALE
MP20001502,2553,45,MALE
MP20001513,4074,Unknown,FEMALE
MP20001514,3068,32,MALE
MP20001529,3338,28,UNKNOWN
MP20001544,3331,28,MALE
MP20001549,2298,55,FEMALE
MP20001549,2320,54,MALE
MP20001556,2483,47,FEMALE
MP20001586,3185,30,FEMALE
MP20001602,5436,Unknown,MALE
MP20001607,2934,35,FEMALE
MP20001609,3026,33,MALE
MP20001620,2668,41,MALE
MP20001622,2630,43,MALE
MP20001624,2716,40,FEMALE
MP20001628,3138,31,FEMALE
MP20001633,2412,50,MALE
MP20001640,3688,21,FEMALE
MP20001647,4011,Unknown,FEMALE
MP20001654,2123,65,FEMALE
MP20001657,2377,51,FEMALE
MP20001660,4071,Unknown,FEMALE
MP20001673,3853,17,MALE
MP20001680,2712,40,MALE
MP20001682,2911,36,FEMALE
MP20001698,3518,24,MALE
MP20001719,2439,49,FEMALE
MP20001719,2800,38,MALE
MP20001721,2614,43,FEMALE
MP20001721,3942,9,MALE
MP20001721,2614,43,FEMALE
MP20001727,3613,22,FEMALE
MP20001727,3973,2,FEMALE
MP20001728,3646,22,FEMALE
MP20001729,2344,53,MALE
MP20001733,3124,31,FEMALE
MP20001737,4256,UNKNOWN,UNKNOWN
MP20001746,2974,34,MALE
MP20001761,2100,68,FEMALE
MP20001764,2090,69,MALE
MP20001768,2540,45,MALE
MP20001768,2538,45,FEMALE
MP20001770,2104,68,MALE
MP20001771,4052,Unknown,FEMALE
MP20001772,3015,33,MALE
MP20001772,2904,36,FEMALE
MP20001777,2276,56,FEMALE
MP20001782,3453,25,MALE
MP20001787,4035,Unknown,FEMALE
MP20001795,3276,29,MALE
MP20001798,2760,39,FEMALE
MP20001799,2172,61,MALE
MP20001807,2493,47,FEMALE
MP20001828,3218,30,MALE
MP20001829,2885,36,FEMALE
MP20001839,3687,21,MALE
MP20001849,2960,34,MALE
MP20001852,2243,58,MALE
MP20001903,2511,46,FEMALE
MP20001909,4045,Unknown,MALE
MP20001914,3225,30,FEMALE
MP20001930,2068,70,FEMALE
MP20001946,2141,64,FEMALE
MP20001949,3675,21,MALE
MP20001954,2597,43,MALE
MP20001973,4096,Unknown,FEMALE
MP20001995,2189,60,FEMALE
MP20001998,5439,UNKNOWN,MALE
MP20002008,3543,24,FEMALE
MP20002012,2650,42,FEMALE
MP20002023,3033,33,MALE
MP20002027,2150,64,MALE
MP20002050,2204,60,MALE
MP20002053,2482,47,FEMALE
MP20002056,2847,37,MALE
MP20002060,3336,28,FEMALE
MP20002060,3469,25,FEMALE
MP20002060,2847,37,MALE
MP20002061,4077,Unknown,MALE
MP20002072,2077,70,MALE
MP20002079,2383,51,FEMALE
MP20002108,2895,36,FEMALE
MP20002126,3023,33,MALE
MP20002136,3814,11,MALE
MP20002143,3923,14,FEMALE
MP20002149,2933,35,FEMALE
MP20002149,2933,35,FEMALE
MP20002150,3804,18,MALE
MP20002152,2659,42,FEMALE
MP20002159,5438,Unknown,MALE
MP20002160,2260,56,FEMALE
MP20002188,3146,31,FEMALE
MP20002190,2361,52,FEMALE
MP20002192,2056,71,FEMALE
MP20002198,4055,Unknown,MALE
MP20002199,2183,61,FEMALE
MP20002204,3943,9,MALE
MP20002209,4118,Unknown,MALE
MP20002222,3838,17,FEMALE
MP20002225,2018,78,MALE
MP20002230,3380,27,MALE
MP20002246,2970,34,MALE
MP20002250,2268,56,FEMALE
MP20002251,2108,67,FEMALE
MP20002267,3079,32,MALE
MP20002268,2779,39,FEMALE
MP20002299,3409,27,MALE
MP20002313,2229,59,MALE
MP20002314,2209,60,FEMALE
MP20002314,2156,63,MALE
MP20002314,2209,60,FEMALE
MP20002321,3906,15,MALE
MP20002321,3830,17,FEMALE
MP20002327,3468,25,FEMALE
MP20002331,2346,53,MALE
MP20002342,4084,Unknown,MALE
MP20002349,2220,59,FEMALE
MP20002364,2699,41,MALE
MP20002365,3774,19,FEMALE
MP20002375,2460,48,MALE
MP20002385,3887,15,FEMALE
MP20002390,3715,20,MALE
MP20002392,2568,44,MALE
MP20002393,2935,35,MALE
MP20002401,2125,65,FEMALE
MP20002404,2543,45,MALE
MP20002418,2479,47,FEMALE
MP20002420,2888,36,FEMALE
MP20002427,2192,60,MALE
MP20002428,2064,70,MALE
MP20002432,3282,29,FEMALE
MP20002437,2727,40,MALE
MP20002440,3173,31,MALE
MP20002456,2535,45,FEMALE
MP20002467,3780,19,MALE
MP20002467,2689,41,MALE
MP20002467,3700,21,MALE
MP20002469,3635,22,FEMALE
MP20002474,2556,45,MALE
MP20002483,4087,Unknown,UNKNOWN
MP20002484,3189,30,MALE
MP20002487,2322,54,FEMALE
MP20002494,3693,21,FEMALE
MP20002496,2112,67,MALE
MP20002497,5443,Unknown,MALE
MP20002499,2188,61,MALE
MP20002504,2434,48,MALE
MP20002516,2708,40,MALE
MP20002523,4006,Unknown,MALE
MP20002526,2279,56,MALE
MP20002529,2228,59,MALE
MP20002532,3876,16,MALE
MP20002537,2408,50,MALE
MP20002541,3722,20,MALE
MP20002541,3717,20,MALE
MP20002555,2557,45,FEMALE
MP20002556,2953,35,FEMALE
MP20002565,4120,Unknown,UNKNOWN
MP20002580,4106,Unknown,FEMALE
MP20002597,2094,68,FEMALE
MP20002598,2423,49,MALE
MP20002601,2774,39,FEMALE
MP20002609,2016,78,FEMALE
MP20002613,2237,58,MALE
MP20002614,2786,38,FEMALE
MP20002630,3864,16,FEMALE
MP20002630,3883,16,FEMALE
MP20002636,3825,18,FEMALE
MP20002636,3941,10,FEMALE
MP20002636,3896,15,FEMALE
MP20002636,2840,37,FEMALE
MP20002639,2135,64,MALE
MP20002639,2135,64,MALE
MP20002645,2871,37,MALE
MP20002645,3816,18,MALE
MP20002645,3816,18,MALE
MP20002645,2873,37,MALE
MP20002649,3624,22,MALE
MP20002650,2698,41,FEMALE
MP20002652,2763,39,FEMALE
MP20002670,2947,35,MALE
MP20002672,3313,29,MALE
MP20002693,2790,38,FEMALE
MP20002700,3801,18,MALE
MP20002700,3509,24,FEMALE
MP20002706,2191,60,MALE
MP20002721,2041,73,FEMALE
MP20002721,2091,69,MALE
MP20002734,2579,44,FEMALE
MP20002736,2131,65,MALE
MP20002742,2153,64,FEMALE
MP20002774,3907,15,MALE
MP20002777,3981,7-364 Days Old,FEMALE
MP20002783,3714,20,MALE
MP20002792,2411,50,FEMALE
MP20002803,3095,32,FEMALE
MP20002811,4028,UNKNOWN,MALE
MP20002811,2197,60,FEMALE
MP20002848,2675,41,MALE
MP20002858,3191,30,MALE
MP20002859,3464,25,FEMALE
MP20002859,3464,25,FEMALE
MP20002861,3293,29,MALE
MP20002879,2354,52,FEMALE
MP20002882,3552,24,MALE
MP20002884,3929,13,FEMALE
MP20002885,4061,Unknown,FEMALE
MP20002893,2159,63,FEMALE
MP20002896,4112,Unknown,FEMALE
MP20002898,2979,34,MALE
MP20002903,3366,27,FEMALE
MP20002914,3480,25,MALE
MP20002919,3813,18,FEMALE
MP20002929,2415,50,FEMALE
MP20002933,2562,44,MALE
MP20002933,3985,7-364 Days Old,MALE
MP20002933,5437,3,FEMALE
MP20002951,4755,UNKNOWN,MALE
MP20002973,5478,42,MALE
MP20002973,5444,Unknown,MALE
MP20003015,4095,Unknown,MALE
MP20003019,3662,21,MALE
MP20003028,2214,60,FEMALE
MP20003033,4030,Unknown,UNKNOWN
MP20003033,2843,37,FEMALE
MP20003044,3446,26,FEMALE
MP20003044,2815,38,MALE
MP20003048,3254,29,FEMALE
MP20003051,3759,20,FEMALE
MP20003051,2647,42,FEMALE
MP20003051,2547,45,MALE
MP20003060,3737,20,MALE
MP20003072,3450,26,MALE
MP20003080,3901,15,MALE
MP20003086,2533,45,MALE
MP20003097,2737,40,MALE
MP20003097,3978,7-364 Days Old,MALE
MP20003103,3045,33,FEMALE
MP20003119,3894,15,MALE
MP20003122,2130,65,MALE
MP20003126,3283,29,MALE
MP20003126,3381,27,FEMALE
MP20003135,2499,46,MALE
MP20003135,2502,46,FEMALE
MP20003141,2420,49,MALE
MP20003158,3030,33,MALE
MP20003162,3917,14,MALE
MP20003168,2823,38,FEMALE
MP20003183,3432,26,FEMALE
MP20003203,2646,42,MALE
MP20003205,3279,29,MALE
MP20003212,3036,33,MALE
MP20003215,2215,60,FEMALE
MP20003217,2446,48,MALE
MP20003217,3292,29,FEMALE
MP20003234,3433,26,FEMALE
MP20003237,3746,20,FEMALE
MP20003238,3757,20,MALE
MP20003255,4051,Unknown,MALE
MP20003267,3955,7,FEMALE
MP20003289,3084,32,FEMALE
MP20003289,3856,17,FEMALE
MP20003292,3702,21,MALE
MP20003292,2317,54,FEMALE
MP20003303,3637,22,FEMALE
MP20003328,2537,45,MALE
MP20003329,2811,38,FEMALE
MP20003344,3220,30,FEMALE
MP20003358,3027,33,FEMALE
MP20003360,2289,55,MALE
MP20003361,3778,19,MALE
MP20003368,2829,37,FEMALE
MP20003384,3927,13,MALE
MP20003386,2906,36,MALE
MP20003400,2801,38,MALE
MP20003402,2994,34,FEMALE
MP20003409,2821,38,FEMALE
MP20003414,2693,41,MALE
MP20003424,3558,23,FEMALE
MP20003425,3305,29,FEMALE
MP20003435,3406,27,FEMALE
MP20003442,2639,42,MALE
MP20003445,2163,57,MALE
MP20003461,3094,32,MALE
MP20003477,3949,8,FEMALE
MP20003497,3991,Unknown,FEMALE
MP20003509,4046,Unknown,MALE
MP20003518,2574,44,FEMALE
MP20003527,3001,34,FEMALE
MP20003531,3371,27,MALE
MP20003532,2565,44,MALE
MP20003533,3641,22,MALE
MP20003537,2230,59,FEMALE
MP20003545,2753,39,FEMALE
MP20003551,2019,78,MALE
MP20003558,2301,55,FEMALE
MP20003559,2205,60,FEMALE
MP20003564,2076,70,FEMALE
MP20003572,3671,21,MALE
MP20003573,3387,27,MALE
MP20003614,2892,36,MALE
MP20003634,2509,46,MALE
MP20003634,2498,47,MALE
MP20003644,3536,24,FEMALE
MP20003654,2655,42,MALE
MP20003671,2642,42,MALE
MP20003687,3584,23,FEMALE
MP20003697,4113,UNKNOWN,FEMALE
MP20003719,2238,58,MALE
MP20003729,3839,17,FEMALE
MP20003732,4109,UNKNOWN,MALE
MP20003733,3976,1,MALE
MP20003746,3937,11,MALE
MP20003765,2826,38,MALE
MP20003803,3532,24,MALE
MP20003820,2501,46,MALE
MP20003822,3931,12,FEMALE
MP20003837,2103,68,MALE
MP20003841,2484,47,FEMALE
MP20003851,3756,20,FEMALE
MP20003876,2619,43,FEMALE
MP20003889,3665,21,FEMALE
MP20003889,2670,41,FEMALE
MP20003893,2528,46,MALE
MP20003896,2662,42,FEMALE
MP20003907,3544,24,FEMALE
MP20003910,2203,60,MALE
MP20003912,2269,56,MALE
MP20003913,2132,65,MALE
MP20003915,2941,35,FEMALE
MP20003916,2049,72,FEMALE
MP20003921,4021,UNKNOWN,MALE
MP20003923,2056,71,MALE
MP20003935,2403,50,MALE
MP20003943,2287,55,FEMALE
MP20003969,2837,37,FEMALE
MP20003973,3212,30,MALE
MP20003973,5457,34,MALE
MP20003973,5457,31,MALE
MP20003973,3194,30,MALE
MP20003979,3508,25,MALE
MP20003981,4072,Unknown,UNKNOWN
MP20004003,3352,28,MALE
MP20004006,5470,Unknown,MALE
MP20004011,3892,15,FEMALE
MP20004027,2341,53,FEMALE
MP20004045,3426,26,FEMALE
MP20004047,2542,45,MALE
MP20004053,3231,30,MALE
MP20004055,2989,34,MALE
MP20004057,2170,62,MALE
MP20004065,2512,46,MALE
MP20004069,3130,31,MALE
MP20004088,2991,34,MALE
MP20004129,3600,23,MALE
MP20004129,3493,25,FEMALE
MP20004140,2828,38,FEMALE
MP20004145,2198,60,MALE
MP20004148,3313,29,MALE
MP20004152,3444,26,FEMALE
MP20004179,4098,Unknown,FEMALE
MP20004200,5458,47,FEMALE
MP20004205,3708,20,MALE
MP20004206,3220,30,FEMALE
MP20004206,3926,13,FEMALE
MP20004206,3859,17,FEMALE
MP20004207,4060,Unknown,FEMALE
MP20004208,3411,27,FEMALE
MP20004212,3658,22,FEMALE
MP20004234,3535,24,FEMALE
MP20004234,3970,2,FEMALE
MP20004237,2875,37,MALE
MP20004240,2330,53,MALE
MP20004245,2592,44,MALE
MP20004257,3052,33,MALE
MP20004258,4301,Unknown,UNKNOWN
MP20004263,3478,25,FEMALE
MP20004273,3472,25,FEMALE
MP20004304,2142,64,MALE
MP20004312,3561,23,MALE
MP20004331,2061,71,MALE
MP20004360,3009,33,MALE
MP20004380,3067,32,MALE
MP20004405,2637,42,MALE
MP20004419,2418,50,FEMALE
MP20004426,2143,64,MALE
MP20004431,4036,Unknown,FEMALE
MP20004432,2113,67,MALE
MP20004440,3313,29,MALE
MP20004452,2202,60,MALE
MP20004456,2239,58,FEMALE
MP20004456,2846,37,FEMALE
MP20004464,2067,70,FEMALE
MP20004464,2246,58,MALE
MP20004466,3145,31,FEMALE
MP20004471,2809,38,FEMALE
MP20004481,2359,52,FEMALE
MP20004487,2643,42,FEMALE
MP20004487,2517,46,FEMALE
MP20004493,2593,44,MALE
MP20004497,2990,34,MALE
MP20004504,3159,31,FEMALE
MP20004516,2555,45,MALE
MP20004524,3914,14,FEMALE
MP20004535,3178,31,MALE
MP20004542,2995,34,FEMALE
MP20004563,3476,25,MALE
MP20004572,2407,50,FEMALE
MP20004580,2734,40,MALE
MP20004596,3634,22,FEMALE
MP20004597,3484,25,MALE
MP20004597,3484,25,MALE
MP20004600,2422,49,MALE
MP20004601,2672,41,MALE
MP20004602,2704,40,MALE
MP20004605,2242,58,FEMALE
MP20004606,2127,65,FEMALE
MP20004608,2093,69,MALE
MP20004610,2086,69,MALE
MP20004611,2020,78,MALE
MP20004613,2913,36,MALE
MP20004628,3158,31,MALE
MP20004632,2683,41,FEMALE
MP20004660,2187,61,MALE
MP20004703,2691,41,FEMALE
MP20004703,2635,42,MALE
MP20004716,2342,53,MALE
MP20004736,3389,27,MALE
MP20004756,2253,57,MALE
MP20004763,3270,29,FEMALE
MP20004779,4034,Unknown,MALE
MP20004791,3598,23,FEMALE
MP20004796,3427,26,MALE
MP20004798,3377,27,FEMALE
MP20004823,2002,90,FEMALE
MP20004830,4025,Unknown,MALE
MP20004831,2468,48,FEMALE
MP20004835,3686,21,MALE
MP20004840,2674,41,FEMALE
MP20004845,3623,22,MALE
MP20004851,2285,55,MALE
MP20004862,2515,46,MALE
MP20004874,2244,58,MALE
MP20004878,2879,37,MALE
MP20004879,3239,30,FEMALE
MP20004880,2952,35,FEMALE
MP20004881,2165,62,FEMALE
MP20004888,2060,71,MALE
MP20004921,2447,48,MALE
MP20004923,2396,51,FEMALE
MP20004925,3055,33,FEMALE
MP20004936,3764,19,FEMALE
MP20004939,2219,59,MALE
MP20004944,2321,54,FEMALE
MP20004947,2363,52,MALE
MP20004949,2475,47,MALE
MP20004949,2524,46,FEMALE
MP20004952,3809,18,FEMALE
MP20004979,2271,56,MALE
MP20004985,3602,23,FEMALE
MP20004987,4041,UNKNOWN,FEMALE
MP20004989,3256,29,FEMALE
MP20005012,3236,30,MALE
MP20005014,2997,34,MALE
MP20005015,3482,25,FEMALE
MP20005021,2388,51,FEMALE
MP20005031,2690,41,FEMALE
MP20005032,3344,28,FEMALE
MP20005051,2012,81,MALE
MP20005080,3359,28,FEMALE
MP20005084,3827,18,FEMALE
MP20005101,2255,57,FEMALE
MP20005112,2715,40,FEMALE
MP20005119,4081,UNKNOWN,MALE
MP20005120,2749,39,MALE
MP20005133,2825,38,FEMALE
MP20005136,2034,76,MALE
MP20005139,3526,24,FEMALE
MP20005144,3188,30,FEMALE
MP20005160,3541,24,FEMALE
MP20005165,2427,49,FEMALE
MP20005165,3967,3,MALE
MP20005172,2206,60,FEMALE
MP20005181,2461,48,FEMALE
MP20005190,2522,46,MALE
MP20005190,2522,46,MALE
MP20005193,2929,35,FEMALE
MP20005193,3087,32,MALE
MP20005195,3028,33,MALE
MP20005202,2190,61,MALE
MP20005222,3529,24,MALE
MP20005231,3416,27,FEMALE
MP20005234,2184,61,MALE
MP20005241,3300,29,MALE
MP20005244,2874,37,FEMALE
MP20005250,2660,42,MALE
MP20005261,2146,64,MALE
MP20005277,3997,Unknown,MALE
MP20005287,3596,23,FEMALE
MP20005301,2181,61,FEMALE
MP20005301,3176,31,FEMALE
MP20005303,5450,Unknown,MALE
MP20005342,3924,14,FEMALE
MP20005343,2792,38,MALE
MP20005344,3134,31,MALE
MP20005346,3762,19,MALE
MP20005353,3046,33,FEMALE
MP20005354,2706,40,MALE
MP20005354,3419,26,FEMALE
MP20005358,2497,47,MALE
MP20005358,2497,47,MALE
MP20005359,3607,23,MALE
MP20005360,3673,21,MALE
MP20005365,3304,29,MALE
MP20005373,2386,51,MALE
MP20005375,3743,20,MALE
MP20005392,3528,24,MALE
MP20005395,2613,43,MALE
MP20005408,3103,32,FEMALE
MP20005408,3208,30,MALE
MP20005419,2395,51,MALE
MP20005466,3002,34,FEMALE
MP20005495,3167,31,MALE
MP20005507,3466,25,MALE
MP20005508,3386,27,MALE
MP20005517,3390,27,FEMALE
MP20005517,3342,28,MALE
MP20005522,3118,32,FEMALE
MP20005528,5467,25,MALE
MP20005528,5468,4,MALE
MP20005534,3287,29,FEMALE
MP20005540,2577,44,FEMALE
MP20005540,2578,44,FEMALE
MP20005547,3497,25,FEMALE
MP20005569,4026,Unknown,MALE
MP20005573,3198,30,FEMALE
MP20005578,2072,70,MALE
MP20005595,2595,44,FEMALE
MP20005608,2231,59,MALE
MP20005612,2290,55,FEMALE
MP20005613,3114,32,MALE
MP20005623,5471,64,MALE
MP20005623,5472,36,MALE
MP20005640,3933,12,MALE
MP20005643,3363,28,MALE
MP20005645,3636,22,FEMALE
MP20005650,2611,43,FEMALE
MP20005659,4099,Unknown,MALE
MP20005661,2235,58,MALE
MP20005664,2126,65,MALE
MP20005666,2737,40,MALE
MP20005667,5469,34,MALE
MP20005683,2295,55,MALE
MP20005716,3457,26,MALE
MP20005748,3733,20,FEMALE
MP20005748,3733,20,FEMALE
MP20005756,2848,37,MALE
MP20005763,3828,17,FEMALE
MP20005764,2164,62,FEMALE
MP20005767,2282,56,FEMALE
MP20005767,3129,31,MALE
MP20005769,2332,53,MALE
MP20005773,3445,26,MALE
MP20005785,2017,78,MALE
MP20005791,3783,19,FEMALE
MP20005797,2014,79,MALE
MP20005808,2459,48,MALE
MP20005810,2465,48,MALE
MP20005812,3462,25,MALE
MP20005823,2500,46,FEMALE
MP20005830,3579,23,MALE
MP20005879,4085,UNKNOWN,MALE
MP20005881,3588,23,MALE
MP20005894,3840,17,MALE
MP20005900,2110,67,FEMALE
MP20005902,2453,48,MALE
MP20005914,3713,20,MALE
MP20005919,3441,26,FEMALE
MP20005927,2450,48,FEMALE
MP20005934,2129,65,MALE
MP20005935,2844,37,MALE
MP20005935,5455,Unknown,MALE
MP20005935,4039,Unknown,MALE
MP20005935,4054,Unknown,MALE
MP20005935,4124,Unknown,MALE
MP20005939,2248,57,FEMALE
MP20005951,2514,46,MALE
MP20005953,2368,52,MALE
MP20005957,3025,33,MALE
MP20005961,3936,11,FEMALE
MP20005961,3944,9,FEMALE
MP20005982,2527,46,MALE
MP20005986,2102,68,MALE
MP20005990,2566,44,FEMALE
MP20006002,2700,40,FEMALE
MP20006013,3349,28,MALE
MP20006025,2033,76,FEMALE
MP20006032,3953,6,MALE
MP20006043,3099,32,MALE
MP20006056,2385,51,FEMALE
MP20006056,2312,54,MALE
MP20006072,3135,31,FEMALE
MP20006082,2409,50,FEMALE
MP20006087,2233,58,FEMALE
MP20006094,2448,49,MALE
MP20006132,2054,71,MALE
MP20006136,3845,17,MALE
MP20006158,2081,69,MALE
MP20006164,3341,28,MALE
MP20006170,5463,32,MALE
MP20006173,2765,39,MALE
